page_no,page_data,tab_data,image_data
168,"(;7(5,25)($785(6 Hood Opening the hood OBN7I053030 OBN7I053030 1. Park the vehicle and apply the parking brake. 2. Pull the release lever to unlatch the hood. The hood pops open slightly. OBN7I053080 OBN7I053080 3. Go to the front of the vehicle, raise the hood slightly, push left the secondary hood release lever (1) inside of the hood center and lift the hood (2). OBN7I053075 OBN7I053075 4. Pull out the stay rod. 5. Hold the hood opened with the stay rod. WARNING  Grasp the stay rod in the area wrapped in rubber. The rubber will help prevent you from being burned by hot metal when the engine is hot.  The stay rod must be inserted completely into the hole provided whenever you inspect the engine compartment. This will prevent the hood from falling and possibly injuring you. 
",,"<img file_path=(image_Next_Gen_Verna_168_1.jpx)>The image shows a close-up view of the interior of a car's driver's side. The image is a step in a process described in the accompanying text to open the vehicle's hood.  The image is focused on the area where the hood release lever is located, which is in the lower left-hand corner of the image.  A black circle highlights the release lever, which is a small, round knob.  The image also includes a black arrow pointing to a box containing a smaller image of a car with a partially opened hood.  The text accompanying the image provides a step-by-step guide to opening the hood, advising that the first step is to pull the release lever to unlatch the hood.  The image and text work together to illustrate the process of opening the hood of a car. 
</img>
<img file_path=(image_Next_Gen_Verna_168_2.jpx)>The image shows a car with the hood slightly open. The image is accompanied by two arrows with numbers that show the two steps in opening the hood. The first step is to push the secondary hood release lever (1) inside of the hood center and the second step is to lift the hood (2). The image also includes a smaller image showing the secondary hood release lever. The text accompanying the image provides further instructions on opening the hood and includes a warning about safety precautions to take when opening the hood.</img>
<img file_path=(image_Next_Gen_Verna_168_3.jpx)>The image shows a black arrow pointing towards a stay rod that is inserted into a hole in the hood of a vehicle. The stay rod is used to hold the hood open while inspecting the engine compartment. It is recommended to grasp the stay rod in the area wrapped in rubber to prevent burns from hot metal when the engine is hot. The stay rod must be inserted completely into the hole provided to prevent the hood from falling and potentially injuring the user. 
</img>
"
169,"Closing the hood 1. Before closing the hood, check in and around the engine compartment to ensure the following: - Any tools or other loose objects have been removed. - All glove, rags, or other combustible material have been removed. - All filler caps are tightly and correctly installed 2. Return the support rod to its clip to prevent it from rattling. 3. Lower the hood until it is about 30 cm (12in.) above the closed position and let it drop. 4. Check the hood has locked properly. If the hood is raised slightly, open it again and drop it from a little higher. Check again. WARNING Before closing the hood, ensure all obstructions are removed from around the hood opening. Always double check to make sure that the hood is firmly latched before driving away. Check there is no hood open warning light or message displayed on the instrument cluster. Driving with the hood opened may cause a total loss of visibility, resulting in a collision. Do not move the vehicle with the hood raised. It may block your vision and may result in a collision. Trunk Opening the trunk 1. Make sure the shift lever is in P (Park, for IVT/dual clutch transmission) or first gear or R (Reverse, for manual transmission) and set the parking brake. 2. Then do one of the following: - Press the Remote key or Smart Key Trunk Unlock button for more than one second. - Press the button on the trunk itself with the Smart Key in your possession. OBN7I053033 OBN7I053033 - Use the trunk release lever. OBN7I053032 OBN7I053032 3. Lift the trunk lid up. Outside Outside   Inside Inside 
",,"<img file_path=(image_Next_Gen_Verna_169_1.jpx)>The image shows a rear view of a car with a black circle around the trunk release button located on the rear of the car. The image also shows a smaller inset view of the trunk release lever located on the inside of the trunk. The image is part of a larger manual that provides instructions on how to open the trunk of the car. The instructions state that the shift lever must be in park or first gear before opening the trunk and that the trunk can be opened by pressing the trunk unlock button on the remote key, pressing the button on the trunk itself, or using the trunk release lever.  The image clearly shows the location of the trunk release button on the rear of the car and the trunk release lever on the inside of the trunk, which helps to illustrate the instructions provided in the manual. 
</img>
<img file_path=(image_Next_Gen_Verna_169_2.jpx)>The image shows the trunk release lever located inside the trunk of a vehicle. The lever is a black, rectangular object with a car icon on it, and is situated on the left side of the trunk, near the rear bumper. The arrow pointing towards the lever indicates that this is the mechanism for opening the trunk from inside the vehicle. The image also depicts the interior of the trunk, with a black rubber mat covering the floor and a small, black circle marking a location on the floor. The black circle might represent a fixture or an attachment point within the trunk.  The image provides a visual representation of the trunk release lever, aiding in understanding its position and functionality for opening the trunk from the inside. 
</img>
"
170,"60$577581. ,)(48,33(' OBN7I053034 OBN7I053034 On a vehicle equipped with a smart key, the trunk can be opened with hands-free activation using the smart trunk system. Using smart trunk The hands-free smart trunk system can be used when: The smart trunk option is enabled in the Settings menu in the infotainment system. The smart trunk is activated and ready 15 seconds after all the doors are closed and locked. The smart trunk opens when the smart key is detected in the area behind the vehicle for 3 seconds. Information The smart trunk does not operate when: A door is not locked or closed. The smart key is detected within 15 seconds from when the doors were closed and locked. The smart key is detected within 15 seconds after the doors are closed and locked, and within 1.5 m (60 in.) from the front door handles. (for vehicles equipped with Welcome Light). The smart key is in the vehicle. Closing the trunk Lower the trunk lid and press down until it locks. To be sure the trunk lid is securely fastened, always check by trying to pull it up again. WARNING Always keep the trunk lid completely closed while the vehicle is in motion. If it is left open or ajar, poisonous exhaust gases containing carbon monoxide (CO) may enter the vehicle and serious illness or death may result. NOTICE To prevent damage to the trunk lift cylinders and the attached hardware, always close the trunk before driving. Information In cold and wet climates, trunk lock and trunk mechanisms may not work properly due to freezing conditions. 
",,"<img file_path=(image_Next_Gen_Verna_170_1.jpx)>The image depicts a person standing near the rear of a car with an open trunk. The trunk is open, and there is an arrow pointing to the trunk lid. The person is carrying a box. The image illustrates the hands-free smart trunk system, which can be activated by standing behind the car with the smart key for three seconds. The smart trunk system is activated when the smart trunk option is enabled in the settings menu, the doors are closed and locked, and the smart key is detected behind the vehicle. It is important to note that the smart trunk system will not operate if a door is not locked or closed, the smart key is detected within 15 seconds from when the doors were closed and locked, or if the smart key is detected within 15 seconds after the doors are closed and locked and within 1.5 meters from the front door handles. The image also provides information on how to close the trunk lid and a warning about the dangers of leaving the trunk lid open while the vehicle is in motion. Finally, there is a notice about potential issues with the trunk lock and mechanisms in cold and wet climates due to freezing conditions.</img>
"
171,"1. Settings To activate the Smart Trunk, go to User Settings Mode and select Door > Smart Trunk on the instrument cluster (or infotainment system). 2. Detect and Alert The smart trunk detecting area extends about 50-100 cm (20-40 in.) behind the vehicle. If you are positioned in the detecting area and are carrying the smart key, the hazard warning lights will blink and the chime sounds before opening. Information If you unintentionally enter the detecting area and the hazard warning lights and chime starts, move away from the vehicle with the smart key. The trunk remains closed. The infotainment system may change after software updates. For more information, refer to the users manual provided in the infotainment system and the quick reference guide. 3. Automatic opening After the hazard warning lights blink and the chime sounds 6 times, the smart trunk opens. Deactivating smart trunk OBN7I053083 OBN7I053083 1. Door lock 2. Door unlock 3. Trunk lock/unlock If you press any button on the smart key during the Detect and Alert stage, the smart trunk is deactivated. Information Using the smart key:  If you press the door unlock button, the smart trunk is deactivated temporarily. If you do not open any door for 30 seconds, the smart trunk is activated again.  If you press the trunk open button for more than 1 second, the trunk opens.  The smart trunk is still activated if you press the door lock button or liftgate open/close button as long as the smart trunk is not in the Detect and Alert stage.  In case you have deactivated the smart trunk by pressing the smart key button and opened a door, the smart trunk can be activated again by closing and locking all doors. 
",,"<img file_path=(image_Next_Gen_Verna_171_1.jpx)>The image shows a Hyundai smart key with three buttons: door lock (1), door unlock (2), and trunk lock/unlock (3). The smart key is used to activate the smart trunk feature, which allows the trunk to open automatically when the key holder is within a certain distance behind the vehicle.  To activate the smart trunk, the user needs to select ""Door > Smart Trunk"" on the instrument cluster or infotainment system. Once activated, the hazard warning lights will blink and a chime will sound if the key holder is within the detecting area, which is 50-100 cm behind the vehicle. After six chimes, the trunk will automatically open. The smart trunk can be deactivated by pressing any button on the smart key during the detecting stage. If the door unlock button is pressed, the smart trunk is deactivated temporarily. The trunk will reactivate after 30 seconds if no door is opened. The smart trunk remains activated if the door lock button or liftgate open/close button is pressed, as long as the smart trunk is not in the detecting stage. The smart trunk can be activated again after deactivation by closing and locking all doors. 
</img>
"
172,"Detecting area OBN7I053035 OBN7I053035 The smart trunk detecting area extends about 50-100 cm (20-40 in.) behind the vehicle. If you are positioned in the detecting area and are carrying the smart key, the hazard warning lights will blink and the chime will sound for about 3 seconds to alert you that the trunk will open. The alert stops once the smart key is moved outside of the detecting area within the 3 second period. Information Smart trunk may not operate properly if any of the following occur: - The smart key is close to a radio transmitter such as a radio station or an airport which can interfere with normal operation of the transmitter. - The smart key is near a mobile two way radio system or a mobile phone. - Another vehicles smart key is being operated close to your vehicle. Smart trunk detecting area may change when: - The vehicle is parked on an incline or slope. - One side of the vehicle is raised or lowered relative to the opposite side. Fuel filler door Opening the fuel filler door OBN7I053036 OBN7I053036 1. Turn the engine off. 2. Pull up the fuel filler door opening lever. OBN7I053037 OBN7I053037 3. Pull the fuel filler door (1) outward to access the fuel tank cap. 4. To remove the fuel tank cap (2), turn it counterclockwise. You may hear a hissing noise as the pressure inside the tank equalizes. 5. Place the cap on the fuel filler door. Information If the fuel filler door does not open because ice has formed around it, tap lightly or push on the door to break the ice and release the door. Do not pry on the door. If necessary, spray around the door with an approved deicer fluid (do not use radiator antifreeze) or move the vehicle to a warm place and allow the ice 
",,"<img file_path=(image_Next_Gen_Verna_172_1.jpx)>The image shows a car with a smart trunk feature. The smart trunk detecting area extends about 50-100 cm (20-40 in.) behind the vehicle. If you are positioned in the detecting area and are carrying the smart key, the hazard warning lights will blink and the chime will sound for about 3 seconds to alert you that the trunk will open. The alert stops once the smart key is moved outside of the detecting area within the 3 second period. The image also shows a diagram of the smart trunk detecting area, which is represented by a circle behind the car. The diagram shows that the detecting area is about 50-100 cm (20-40 in.) behind the vehicle. The image also shows a series of waves emanating from the back of the car, which represent the smart trunk's detection system. The image also shows the rear of the car with the trunk lid open and a person standing behind the car with the smart key. The person is positioned in the smart trunk detecting area.</img>
<img file_path=(image_Next_Gen_Verna_172_2.jpx)>The image shows a black and white diagram illustrating how to open the fuel filler door of a vehicle. The image depicts the fuel filler door lever, which is located on the rear passenger side of the vehicle. A black arrow points to the lever, and a magnified inset box shows the lever in more detail. The image also indicates a black dot on the floor, potentially representing a specific location for the lever. This diagram provides visual instructions on how to access the fuel filler door, which is a crucial component for refueling the vehicle. 
</img>
<img file_path=(image_Next_Gen_Verna_172_3.jpx)>The image shows the steps for opening the fuel filler door of a vehicle. The fuel filler door is labelled ""1"" and the fuel tank cap is labelled ""2."" To open the fuel filler door, you must first turn the engine off. Then, pull up the fuel filler door opening lever. Next, pull the fuel filler door outward to access the fuel tank cap. Finally, to remove the fuel tank cap, turn it counterclockwise. There is also an information section that states that if the fuel filler door does not open because of ice, you should tap or push on the door to break the ice and release the door. You should not pry on the door. If necessary, you can spray around the door with an approved deicer fluid or move the vehicle to a warm place and allow the ice to melt. 
</img>
"
173,"Closing the fuel filler door 1. To install the fuel tank cap, turn it clockwise until it clicks one time. 2. Close the fuel filler door until it is latched securely. WARNING Automotive fuel is highly flammable and explosive. Failure to follow these guidelines may result in SERIOUS INJURY or DEATH: Read and follow all warnings posted at the gas station. Before refueling, note the location of the Emergency Fuel Shut-Off, if available, at the gas station. Before touching the fuel nozzle, you should eliminate the potential build- up of static electricity by touching a metal part of the vehicle, a safe distance away from the fuel filler neck, nozzle, or other gas source, with your bare hand. Do not use mobile phones while refueling. Electric current and/or electronic interference from cellular phones can potentially ignite fuel vapors and cause a fire. Do not get back into a vehicle once you have begun refueling. You can generate a buildup of static electricity by touching, rubbing or sliding against any item or fabric capable of producing static electricity. Static electricity discharge can ignite fuel vapors causing a fire. If you must re-enter the vehicle, you should once again eliminate potentially dangerous static electricity discharge by touching a metal part of the vehicle, away from the fuel filler neck, nozzle or other fuel source, with your bare hand.  When using an approved portable fuel container, be sure to place the container on the ground prior to refueling. Static electricity discharge from the container can ignite fuel vapors causing a fire. Once refueling has begun, contact between your bare hand and the vehicle should be maintained until the filling is complete.  Use only approved portable plastic fuel containers designed to carry and store fuel.  When refueling, always shift the gear to the P (Park, for IVT/dual clutch transmission) or first gear or R (Reverse, for manual transmission) set the parking brake, and place the ignition switch to the LOCK/ OFF position. Sparks produced by electrical components related to the engine can ignite fuel vapors causing a fire.  Do not use matches or a lighter and do not smoke or leave a lit cigarette in your vehicle while at a gas station, especially during refueling.  Do not over-fill or top-off your vehicle tank, which can cause fuel spillage.  If a fire breaks out during refueling, leave the vicinity of the vehicle, and immediately contact the manager of the gas station and then contact the local fire department. Follow any safety instructions they provide. 
",,
174," If pressurized fuel sprays out, it can cover your clothes or skin and thus subject you to the risk of fire and burns. Always remove the fuel cap carefully and slowly. If the cap is venting fuel or if you hear a hissing sound, wait until the condition stops before completely removing the cap.  Always check that the fuel cap is installed securely to prevent fuel spillage in the event of an accident. Information Make sure to refuel your vehicle according to the Fuel Requirements section as recommended in chapter 1. NOTICE  Do not spill fuel on the exterior surfaces of the vehicle. Any type of fuel spilled on painted surfaces may damage the paint.  If the fuel filler cap requires replacement, we recommend that you use only a genuine HYUNDAI cap or the equivalent specified for your vehicle. An incorrect fuel filler cap can result in a serious malfunction of the fuel system or emission control system. 
",,
175,"LIGHTING Exterior lights Lighting control To operate the lights, turn the knob at the end of the control lever to one of the following positions: OBN7I053038 OBN7I053038 1. OFF 2. AUTO light (if equipped) 3. Position light 4. Headlight Daytime Running Light (DRL) The Daytime Running Lights (DRL) can make it easier for others to see the front of your vehicle during the day, especially after dawn and before sunset. The DRL system will turn the dedicated light OFF when : The headlights are ON. The parking brake is applied. The vehicle is turned off. AUTO headlight OBN7I053047 OBN7I053047 The position light and headlight will be turned ON or OFF automatically depending on the amount of daylight as measured by the ambient light sensor (1) at the upper end of the windshield glass. Even with the AUTO headlight feature in operation, it is recommended to manually turn ON the headlights when driving at night or in a fog, driving in the rain, or when you enter dark areas, such as tunnels and parking facilities. NOTICE  Do not cover or spill anything on the sensor (1) located at the upper end of the windshield glass.  Do not clean the sensor using a window cleaner, the cleanser may leave a light film which could interfere with sensor operation.  If your vehicle has window tint or other types of metallic coating on the front windshield, the AUTO headlight system may not work properly. 
",,"<img file_path=(image_Next_Gen_Verna_175_1.jpx)>The image shows a close-up of the light control lever, which is used to operate the exterior lights of the vehicle. The lever has a knob at the end that can be turned to different positions to activate different types of lights. The positions are numbered 1 through 4, with 1 being OFF, 2 being AUTO light (if equipped), 3 being position light, and 4 being headlight and Daytime Running Light (DRL). The image also shows arrows indicating the direction to turn the knob to select the desired light position. The text accompanying the image provides further details about the operation and function of the different light settings, including information about the AUTO headlight feature, which uses an ambient light sensor to automatically turn the headlights on and off based on the amount of daylight. The text also includes warnings about covering or spilling anything on the sensor and cautions about using window cleaner to clean it.  Furthermore, the text advises against having window tint or metallic coatings on the windshield, as it may hinder the proper functioning of the AUTO headlight system.  
</img>
<img file_path=(image_Next_Gen_Verna_175_2.jpx)>The image depicts the controls for the exterior lights of a vehicle. The left side of the image shows a control lever with a knob that can be turned to select different lighting options. The options are OFF, AUTO light, position light, and headlight. The right side of the image shows the location of the ambient light sensor, which is located at the upper end of the windshield glass. This sensor is used by the AUTO headlight feature to automatically turn the headlights ON or OFF depending on the amount of daylight. The image also provides instructions on how to operate the lights and some important notices regarding the AUTO headlight feature and the ambient light sensor.</img>
"
176,"High beam operation OBN7I053041 OBN7I053041 To turn on the high beam headlight, push the lever away from you. The lever will return to its original position. The high beam indicator will light when the headlight high beams are switched on. To turn off the high beam headlight, pull the lever towards you. The low beams will turn on. WARNING Do not use high beam when there are other vehicles approaching you. Using high beam could obstruct the other drivers vision. OBN7I053042 OBN7I053042 To flash the high beam headlight, pull the lever towards you, then release the lever. The high beams will remain ON as long as you hold the lever towards you. Position light ( ) OBN7I053039 OBN7I053039 The position light, license plate light and instrument panel lamp are turned ON. Headlight ( ) OBN7I053040 OBN7I053040 The headlight, position light, license plate light and instrument panel lamp are turned ON. Information The ignition switch must be in the ON position to turn on the headlight. 
High beam operation OBN7I053041 OBN7I053041 To turn on the high beam headlight, push the lever away from you. The lever will return to its original position. The high beam indicator will light when the headlight high beams are switched on. To turn off the high beam headlight, pull the lever towards you. The low beams will turn on. WARNING Do not use high beam when there are other vehicles approaching you. Using high beam could obstruct the other drivers vision. OBN7I053042 OBN7I053042 To flash the high beam headlight, pull the lever towards you, then release the lever. The high beams will remain ON as long as you hold the lever towards you. Position light ( ) OBN7I053039 OBN7I053039 The position light, license plate light and instrument panel lamp are turned ON. Headlight ( ) OBN7I053040 OBN7I053040 The headlight, position light, license plate light and instrument panel lamp are turned ON. Information The ignition switch must be in the ON position to turn on the headlight. 
",,"<img file_path=(image_Next_Gen_Verna_176_1.jpx)>The image shows a close-up of a car's headlight switch. The switch is a lever that can be moved up or down. An arrow indicates that the lever should be pushed away from the user to turn on the high beam headlight. The high beam indicator will light when the high beam is turned on. The text accompanying the image describes how to turn on and off the high beam headlight, as well as how to flash the high beams. It also notes that the high beams should not be used when other vehicles are approaching, as they could obstruct the other drivers' vision. The image provides a visual representation of how to operate the headlight switch in order to turn on the high beam headlights. 
</img>
<img file_path=(image_Next_Gen_Verna_176_2.jpx)>The image shows a close-up of a car's headlight switch. It's a lever with a curved shape, and it's pointing to the right. An arrow is drawn circling the lever, indicating that it needs to be pushed away from the user to turn on the high beam headlights. This action will cause the high beam indicator to light up, signifying that the high beam headlights are activated. To turn off the high beam headlights, the lever needs to be pulled towards the user, which will then turn on the low beams. The text accompanying the image further clarifies the process, explaining that the high beam headlights can be flashed by pulling the lever towards the user and then releasing it. It also emphasizes that high</img>
<img file_path=(image_Next_Gen_Verna_176_3.jpx)>The image shows a close-up of a car's headlight switch. The switch is a lever that can be moved in two directions, indicated by the arrows. To turn on the high beam headlights, push the lever away from you. To turn off the high beams, pull the lever towards you, which will turn on</img>
<img file_path=(image_Next_Gen_Verna_176_4.jpx)>The image shows a close-up of a car's headlight switch. The switch is a black lever with a series of symbols on it. The symbol for high beams is highlighted and there is a black arrow pointing down to the lever, indicating that it should be pushed down to activate the high beams. The text accompanying the image explains how to operate the high beam headlights. To turn on the high beams, push the lever away from you. The lever will return to its original position, and the high beam indicator will light up. To turn off the high beams, pull the lever towards you. This will turn on the low beams. The text also warns against using high beams when there are other vehicles approaching, as it</img>
"
177,"Turn signals and lane change signals OBN7I053043 OBN7I053043 To signal a turn, push down on the lever for a left turn or up for a right turn in position (A). To signal a lane change, move the turn signal lever slightly and hold it in position (B). The lever will return to the OFF position when released or when the turn is completed. If an indicator stays on and does not flash or if it flashes abnormally, one of the turn signal bulbs may be burned out and will require replacement. One touch turn signal To use One Touch Turn Signal push the turn signal lever up or down to position (B) and then release it. The lane change signals will blink 3, 5 or 7 times. You can enable the One Touch Turn Signal function or choose the number of blinking by select on the instrument cluster (or infotainment system). - Instrument cluster User Settings > Lights > One Touch Turn signal > Off/3 flashes/5 flashes/7 flashes - Infotainment system Setup > Vehicle > Lights > One-touch turn indicator > Off/3 flashes/5 flashes/7 flashes Information The infotainment system may change after software updates. For more information, refer to the users manual provided in the infotainment system and the quick reference guide. 
",,"<img file_path=(image_Next_Gen_Verna_177_1.jpx)>The image shows a turn signal lever, which is a common control used in cars. The lever is shown in three different positions, corresponding to different actions. The top position (A) indicates a right turn signal, the bottom position (A) indicates a left turn signal, and the middle positions (B) indicate a lane change signal. The image also shows arrows that point to the different directions the lever needs to be moved in order to activate each of the signals.  The arrows suggest the left and right turn signal lever is pushed up or down, while the lane change signal is moved slightly. 
</img>
"
178,"Battery saver function The purpose of this feature is to prevent the battery from being discharged. The system automatically turns off the position light when the driver turns the vehicle off and opens the driver-side door. With this feature, the position lights will turn off automatically if the driver parks on the side of road at night. However, the position lights stay ON even when the driver-side door is opened if the headlight switch is turned to the position light or AUTO (if equipped) position after the engine is turned off. If necessary, to keep the lights on turn the position lights OFF and ON again using the headlight switch on the steering column after the engine is turned off. Headlight delay function (if equipped) If you place the ignition switch to the ACC position or the OFF position with the headlights ON, the headlights (and/ or position lights) remain on for about 5 minutes. However, if the drivers door is opened and closed, the headlights are turned off after 15 seconds. Also, with the vehicle off if the drivers door is opened and closed, the headlights (and/ or position lights) are turned off after 15 seconds. The headlights (and/or position lights) can be turned off by pressing the lock button on the remote key or smart key twice or turning the headlight switch to the OFF or AUTO position. You can enable the headlight delay function by select on the instrument cluster (or infotainment system). Select: - Instrument cluster User Settings > Lights > Headlight delay - Infotainment system Setup > Vehicle > Lights > Headlight time-out NOTICE If the driver exits the vehicle through another door besides the driver door, the battery saver function does not operate and the headlight delay function does not turn OFF automatically. This may cause the battery to discharge. To avoid battery discharge, turn OFF the headlights manually from the headlight switch before exiting the vehicle. Information The infotainment system may change after software updates. For more information, refer to the users manual provided in the infotainment system and the quick reference guide. 
",,
179,"Headlight leveling device OBN7I053048 OBN7I053048 To adjust the headlight beam level according to the number of the passengers and loading weight in the luggage area, turn the beam leveling switch. The higher the number on the switch position, the lower the headlight beam level. Always keep the headlight beam at the proper leveling position, otherwise headlights may dazzle other road users. Listed below are examples of appropriate switch settings for varying loads. For loading conditions other than those listed, adjust the switch position to the most similar situation. WARNING If the function does not work properly, we recommend that the system be inspected by an authorized HYUNDAI dealer. Do not attempt to inspect or replace the wiring yourself. Low Beam Assist-Static light (if equipped) While driving a corner, for greater visibility and safety, either the left or right side Low Beam Assist-Static light will turn on automatically. The Low Beam Assist-Static light will turn on when one of the following conditions occur. Vehicle speed is less than 10 km/h (6 mph) and steering wheel angle is turned about 80 degrees with the low beam on. Vehicle speed is between 10 km/h (6 mph) to 90 km/h (56 mph) and steering wheel angle is turned about 35 degrees with the low beam on. When the vehicle is in reverse with one of the conditions above satisfied, the light opposite to the direction the steering wheel is turned will turn on. Loading condition Switch position Driver only Driver + Front passenger Full passengers (including driver) Full passengers (including driver) + Maximum permissible loading Driver + Maximum permissible loading 
","<tab>The table details how the headlight beam level of a vehicle should be adjusted according to different loading conditions. The beam leveling switch has four positions, labeled 0, 1, 2, and 3, which correspond to varying load scenarios. 

Position 0 is recommended when the vehicle has a driver only or a driver with a front passenger. For maximum visibility, the headlights should be set to their highest level in these situations. Position 1 is suggested when the car is carrying full passengers, including the driver. This setting lowers the headlight beam to account for the increased weight and ensures the safety of other road users. 

If the vehicle is carrying a full load of passengers and additional luggage, the switch should be moved to position 2 to further lower the headlight beam. Finally, position 3 is appropriate when the vehicle has a driver and maximum permissible loading in the rear. This is the lowest setting, ensuring that the headlights do not dazzle other drivers. 

The text also includes a warning about the Low Beam Assist-Static light, which engages automatically in certain driving situations, such as turning corners or reversing. Overall, the function aims to optimize visibility and safety by adjusting the headlight beam based on the vehicle's loading condition.</tab>
","<img file_path=(image_Next_Gen_Verna_179_1.jpx)>The image shows a close-up of the headlight leveling device in a Hyundai vehicle. It is a small, circular switch located on the dashboard, near the steering wheel. The switch has a dial with four positions, numbered 0 through 3, which correspond to different load conditions in the vehicle. The dial can be turned to adjust the height of the headlight beam, ensuring optimal visibility and safety for all road users.  The text provided describes how to use the switch, highlighting the importance of adjusting the headlight beam based on passenger and cargo weight to prevent dazzling other drivers.  The image also shows an arrow indicating the direction to turn the dial, emphasizing the ease of use of this feature. 
</img>
"
180,"+,*+%($0$66,67+%$,)(48,33(' High Beam Assist settings With the engine on, select Lights High Beam Assist (or HBA (High Beam Assist)) from the Settings menu to turn on High Beam Assist and deselect to turn off the function. WARNING For your safety, change the Settings after parking the vehicle at a safe location. Information The infotainment system may change after software updates. For more information, refer to the users manual provided in the infotainment system and the quick reference guide. High Beam Assist operation Display and control After selecting High Beam Assist in the Settings menu, High Beam Assist will operate by following the procedure below. - Place the headlight switch in the AUTO position and push the headlight lever towards the instrument cluster. The High Beam Assist ( ) indicator light will illuminate on the instrument cluster and High Beam Assist will be enabled. - When High Beam Assist is enabled, high beam will turn on when vehicle speed is above 30 km/h (20 mph). When vehicle speed is below 20 km/h (12 mph), high beam will turn off. - The High Beam ( ) indicator light will illuminate on the instrument cluster when high beam is on. OBN7I053044 OBN7I053044 Hight Beam Assist will automatically switch between high beam and low beam depending on the detected brightness from the lamps of oncoming vehicles or vehicles in front. Detecting sensor OBN7I073001 OBN7I073001 (1): Front view camera The front view camera is used as a detecting sensor to detect ambient light and brightness while driving. Refer to the illustration above for the detailed location of the detecting sensor. NOTICE  Always keep the front view camera in good condition to maintain optimal performance of High Beam Assist.  For more information on the precautions of the front view camera, refer to the Forward Collision- Avoidance Assist (FCA) section in chapter 7. 
",,"<img file_path=(image_Next_Gen_Verna_180_1.jpx)>The image shows a close-up view of a car's headlight switch. The switch is in the ""AUTO"" position, which means that the headlights will automatically turn on and off based on the ambient light conditions. The image also shows two arrows, one pointing upwards and one pointing downwards. The upwards arrow indicates that the headlight lever should be pushed towards the instrument cluster to enable High Beam Assist. The downwards arrow indicates that the headlight lever should be pulled towards the steering wheel to disable High Beam Assist. When High Beam Assist is enabled, the headlights will automatically switch between high beam and low beam depending on the detected brightness from the lamps of oncoming vehicles or vehicles in front. The front view camera is used as a detecting sensor to detect ambient light and brightness while driving. The image is accompanied by a text that describes the operation of the High Beam Assist feature.  The text provides instructions on how to enable and disable the feature, as well as how to maintain the front view camera in good condition. 
</img>
<img file_path=(image_Next_Gen_Verna_180_2.jpx)>The image shows a top view of a car with a front view camera located on the top of the windshield, labeled ""1."" This camera is part of the High Beam Assist system, which automatically switches between high and low beam headlights based on ambient light and brightness detected by the camera.  The system is activated by selecting ""High Beam Assist"" from the Settings menu and then placing the headlight switch in the AUTO position. When enabled, high beam will turn on when the vehicle speed exceeds 30 km/h (20 mph) and will turn off when the speed falls below 20 km/h (12 mph).  The High Beam Assist indicator light will illuminate on the instrument cluster when high beam is on.  The text emphasizes the importance of maintaining a clean front view camera for optimal performance of the High Beam Assist system. 
</img>
"
181,"When High Beam Assist is operating, if the headlight lever or switch is used, High Beam Assist operates as follow: - If the headlight lever is pulled towards you when the high beam is off, the high beam will turn on without High Beam Assist cancelled. When you let go of the headlight lever, the switch will move to the middle and the high beam will turn off. - If the headlight switch is pulled towards you when the high beam is on by High Beam Assist, low beam will turn on and High Beam Assist will turn off. - If the headlight switch is placed from AUTO to another position (headlight/position/off), High Beam Assist will turn off and the corresponding light will turn on. When High Beam Assist is operating, high beam switches to low beam if any of the following conditions occur: - When the headlight of an oncoming vehicle is detected. - When the tail light of a vehicle in front is detected. - When the headlight or tail light of a motorcycle or a bicycle is detected. - When the surrounding ambient light is bright enough that high beams are not required. - When streetlights or other lights are detected. High Beam Assist malfunction and limitations High Beam Assist malfunction OBN7I073115 OBN7I073115 When High Beam Assist is not working properly, the warning message will appear and warning light will illuminate on the instrument cluster. We recommend that the vehicle be inspected by an authorized HYUNDAI dealer. 
",,"<img file_path=(image_Next_Gen_Verna_181_1.jpx)>The image shows a warning message that appears on the instrument cluster of a Hyundai vehicle when the High Beam Assist system is not working properly. The message reads ""Check driver assistance system"" and is accompanied by a yellow exclamation mark within a triangle. The warning indicates a malfunction in the High Beam Assist system, which automatically switches between high and low beams based on surrounding light conditions and detected vehicles. The text data suggests that if the High Beam Assist is not functioning correctly, it is recommended to have the vehicle inspected by an authorized Hyundai dealer. 
</img>
"
