page_no,page_data,tab_data,image_data
61," NEVER attach more than one Child Restraint System to a single anchorage. This could cause the anchor or attachment to come loose or break. Always have the ISOFIX system inspected by your dealer after an accident. An accident can damage the ISOFIX system and may not properly secure the Child Restraint System. Securing a Child Restraint System with Top-tether anchorage system (if equipped) WARNING Take the following precautions when installing the top-tether: Read and follow all installation instructions provided with your Child Restraint System. NEVER attach more than one Child Restraint System to a single top- tether anchorage. This could cause the anchorage or attachment to come loose or break. Do not attach the top-tether to anything other than the correct top- tether anchorage. It may not work properly if attached to something else. Child Restraint System anchorages are designed to withstand only those loads imposed by correctly fitted Child Restraint Systems. Do not use them for adult seat belts, harnesses, or for attaching other items or equipment to the vehicle. OAI3V033038 OAI3V033038 Top-tether anchorages for Child Restraint Systems are located on the floor of the luggage room or on the package tray. Type A Type A OAI3039034 OAI3039034   Type B Type B 
",,"<img file_path=(image_hyundai_exter_61_1.jpeg)>The image shows the location of the top-tether anchorages for child restraint systems in the trunk of a vehicle. There are two types of anchorages: Type A and Type B. Type A anchorages are located on the floor of the luggage room, while Type B anchorages are located on the package tray. The image also shows a close-up of a Type A anchorage, which is a metal loop with a hook attached to it. The image warns users to never attach more than one child restraint system to a single top-tether anchorage, as this could cause the anchorage or attachment to come loose or break. It also warns against attaching the top-tether to anything other than the correct top-tether anchorage. Finally, the image reminds users that child restraint system anchorages are designed to withstand only those loads imposed by correctly fitted child restraint systems and should not be used for adult seat belts, harnesses, or for attaching other items or equipment to the vehicle. 
</img>
<img file_path=(image_hyundai_exter_61_2.jpeg)>The image shows the location of the top-tether anchorages for Child Restraint Systems. The anchorages are located on the floor of the luggage room or on the package tray. There are two types of anchorages, Type A and Type B. Type A anchorages are located on the floor of the luggage room, while Type B anchorages are located on the package tray. The image also shows how to install the top-tether. The top-tether should be attached to the correct top-tether anchorage and should not be attached to anything else. It is important to read and follow all installation instructions provided with the Child Restraint System. Never attach more than one Child Restraint System to a single top-tether anchorage. This could cause the anchorage or attachment to come loose or break. Do not use the top-tether anchorages for adult seat belts, harnesses, or for attaching other items or equipment to the vehicle.
</img>
"
62,"To install the top-tether: 1. Route the Child Restraint System top-tether over the Child Restraint System seatback. Route the top-tether under the headrest and between the headrest posts, or route the top-tether over the top of the vehicle seatback. Make sure the strap is not twisted. 2. Connect the top-tether to the top- tether anchorage, then tighten the top-tether according to the instructions of your Child Restraint Systems manufacturer to firmly attach the Child Restraint System to the seat. 3. Check that the Child Restraint System is securely attached to the seat by pushing and pulling the seat forward and from side-to-side. 
",,"<img file_path=(image_hyundai_exter_62_1.jpeg)>The image depicts a child restraint system installed in the back seat of a vehicle. The car seat is secured with a top-tether strap that is routed over the seatback and connected to the top-tether anchorage. The seat is also fastened with a regular seat belt. The top-tether strap should be tightened according to the manufacturer's instructions, and the seat should be checked for stability by pushing and pulling it forward and from side to side. The illustration is a visual representation of the instructions provided in the accompanying text, which outlines the steps for installing a child restraint system with a top-tether. 
</img>
"
63,,"<tab>The table seems to categorize seating positions in a vehicle and the corresponding weight restrictions or mass groups associated with them. It starts by listing the seating positions, such as rear outboard right, rear center, and front passenger, across the rows. The columns represent different weight ranges or mass groups, with the center column indicating the seating positions' ability to accommodate the specified weight ranges. 

The rear outboard right and left seats are indicated with a simple 'U' across all weight ranges, which could mean these seats have no specific restrictions and can accommodate all the weight groups mentioned. The front passenger seat, however, is marked with an 'X' across the board, suggesting it might be restricted to certain weight ranges. 

The mass groups are divided into six categories, ranging from 'up to 10 kg' to '22 to 36 kg.' These seem to be infant and child weight groups, with the final group being the heaviest. The seating positions seem to correlate with these weight groups, where the rear seats can accommodate a wider range of weights, while the front passenger seat is more restricted. 

The table seems to be a quick reference for understanding what weight groups different seating positions in a vehicle cater to. It provides a glimpse of the vehicle's safety considerations and could be a resource for choosing the appropriate seating positions for children and infants.</tab>
",
64,"Installing a child restraint system by lap/shoulder belt 3. Buckle the seat belt and allow the seat belt to take up any slack. After installation of the child restraint system, try to move it in all directions to be sure the child restraint system is securely installed. If you need to tighten the belt, pull more webbing toward the retractor. When you unbuckle the seat belt and allow it to retract, the retractor will automatically revert back to its normal seated passenger emergency locking usage condition. To install a child restraint system on the outboard or center rear seats, do the following: 1. Place the child restraint system in the seat and route the lap/shoulder belt around or through the restraint, following the restraint manufacturers instructions. Be sure the seat belt webbing is not twisted. E2BLD310 E2BLD310 2. Fasten the lap/shoulder belt latch into the buckle. Listen for the distinct Click sound. Position the release button so that it is easy to access in case of an emergency. E2MS103005 E2MS103005 
",,"<img file_path=(image_hyundai_exter_64_1.jpeg)>The image shows how to properly install a child restraint system by lap/shoulder belt. It depicts the step where you fasten the lap/shoulder belt latch into the buckle.  The image emphasizes the importance of listening for the distinct Click sound, which confirms that the buckle is securely fastened. It also advises positioning the release button for easy access in case of an emergency. Two hands are shown on the image, one hand holding the buckle and the other hand pulling the belt strap. The arrows are pointing upwards and downwards indicating that the buckle should be pulled up and down.</img>
<img file_path=(image_hyundai_exter_64_2.jpeg)>The image shows the second step in installing a child restraint system using a lap/shoulder belt. A hand is shown buckling the seatbelt latch into the buckle. The image also shows the release button for the buckle, which should be positioned for easy access in an emergency. 
</img>
"
65,,"<tab>The table provides information on vehicle ISOFIX positions and their respective characteristics. It appears to be focused on the fixing positions for child restraints or seats, detailing where and how many ISOFIX points are available in different vehicles. 

The first row lists the ISOFIX positions available in the second row of the vehicle, with 'X' indicating the presence of a fix and 'IL' (Inboard Left) or 'IUF' (Inboard Right Forward) describing the position. The second and third rows specify the center, outboard left, and outboard right positions, with 'N/A' indicating no data available. 

The fourth row provides information on the front passenger seat, while the fifth row describes the fixture type, with ISO/L referring to Lower Anchorage, ISO/R to Rear Anchorage, and ISO/F to Forward Anchorage. The final two rows detail the size class and mass group, with categories ranging from 'A' to 'G' and specific mass measurements. 

Overall, the data relates to the ISOFIX attachment points for child seats in different vehicle models, seemingly aimed at helping parents choose an appropriate vehicle with the necessary safety features.</tab>
",
66,"$,5%$*6833/(0(17$/5(675$,176<67(0656 1. Drivers front airbag 2. Passengers front airbag 3. Side airbag 4. Curtain airbag* * : if equipped The actual airbags in the vehicle may differ from the illustration. OAI3V033019 OAI3V033019 
",,"<img file_path=(image_hyundai_exter_66_1.jpeg)>The image shows an illustration of the different types of airbags in a car. The image is of the car's interior showing the driver's seat, passenger seat, and the back seats. There is a numbered key to help identify the type of airbag: 1. Drivers front airbag, 2. Passengers front airbag, 3. Side airbag, and 4. Curtain airbag. The airbags are shown in blue and are inflated to demonstrate how they would deploy in the event of a crash. The image also notes that the actual airbags in the vehicle may differ from the illustration.</img>
"
67,"How does the airbag system operate Airbags are activated (able to inflate if necessary) only when the ignition switch is placed to the ON or START position. Airbags inflate instantly in the event of serious frontal or side collision in order to help protect the occupants from serious physical injury. There is no single speed at which the airbags will inflate. Generally, airbags are designed to inflate based upon the severity of a collision and its direction. These two factors determine whether the sensors produce an electronic deployment/ inflation signal. Airbag deployment depends on a number of factors including vehicle speed, angles of impact and the density and stiffness of the vehicles or objects which your vehicle hits in the collision. The determining, factors are not limited to those mentioned above. The front airbags will completely inflate and deflate in an instant. It is virtually impossible for you to see the airbags inflate during an accident. It is much more likely that you will simply see the deflated airbags hanging out of their storage compartments after the collision. WARNING  Even in vehicles with airbags, you and your passengers must always wear the safety belts provided in order to minimize the risk and severity of injury in the event of a collision or rollover.  SRS and pretensioners contain explosive chemicals. If scraping a vehicle without removing SRS and pretensioners from a vehicle, it may cause fire. Before scraping a vehicle, we recommend that you contact an authorized HYUNDAI dealer.  Keep the SRS parts and wirings away from water or any liquid. If the SRS components are inoperative due to exposure to water or liquids, it may cause fire or severe injury. 
",,
68," In order to help provide protection in a severe collision, the airbags must inflate rapidly. The speed of airbag inflation is a consequence of extremely short time in which a collision occurs and the need to get the airbag between the occupant and the vehicle structures before the occupant impacts those structures. This speed of inflation reduces the risk of serious or life-threatening injuries in a severe collision and is thus a necessary part of airbag design. However, airbag inflation can also cause injuries which can include facial abrasions, bruises and broken bones because the inflation speed also causes the airbags to expand with a great deal of force. There are even circumstances under which contact with the steering wheel airbag can cause fatal injuries, especially if the occupant is positioned excessively close to the steering wheel. WARNING  To avoid severe personal injury or death caused by deploying airbags in a collision, the driver should sit as far back from the steering wheel airbag as possible. The front passenger should always move their seat as far back as possible and sit back in their seat.  Airbag inflates instantly in an event of a collision, passengers may be injured by the airbag expansion force if they are not in a proper position.  Airbag inflation may cause injuries including facial or bodily abrasions, injuries from broken glasses or burns. 
",,
69,"Noise and smoke When the airbags inflate, they make a loud noise and they leave smoke and powder in the air inside of the vehicle. This is normal and is a result of the ignition of the airbag inflator. After the airbag inflates, you may feel substantial discomfort in breathing due to the contact of your chest with both the seat belt and the airbag, as well as from breathing the smoke and powder. Open your doors and/or windows as soon as possible after impact in order to reduce discomfort and prevent prolonged exposure to the smoke and powder. Though smoke and powder are non- toxic, it may cause irritation to the skin (eyes, nose and throat, etc.). If this is the case, wash and rinse with cold water immediately and consult with the doctor if the symptom persists. WARNING When the airbags deploy, the airbag related parts in the steering wheel are very hot. To prevent injury, do not touch the airbag storage areas internal components immediately after an airbag has inflated. Do not install a child restraint on the front passengers seat (if equipped) Never place a rear-facing child restraint in the front passengers seat. If the airbag deploys, it would impact the rear- facing child restraint, causing serious or fatal injury. In addition, do not place front-facing child restraints in the front passengers seat either. If the front passenger airbag inflates, it would cause serious or fatal injuries to the child. OYDESA2042 OYDESA2042 
",,
70,"Airbag warning and indicator Airbag warning light WARNING NEVER use a rearward facing child restraint on a seat protected by an ACTIVE Airbag in front of it, DEATH or SERIOUS INJURY to the CHILD can occur. Never put a child restraint in the front passengers seat. If the front passenger airbag inflates, it would cause serious or fatal injuries. The purpose of the airbag warning light in your instrument panel is to alert you of a potential problem with your airbag - Supplemental Restraint System (SRS). When the ignition switch is turned ON, the warning light should illuminate for approximately 6 seconds, then go off. Have the system checked if: The light does not turn on briefly when you turn the ignition ON. The light stays on after illuminating for approximately 6 seconds. The light comes on while the vehicle is in motion. The light blinks when the ignition switch is in ON position. : : 
",,
71,"SRS components and functions OAI3V033054 OAI3V033054 The SRS consists of the following components: (1) Drivers front airbag module (2) Passengers front airbag module (3) Pre-tensioner seatbelt system (4) Airbag warning light (5) SRS control module (SRSCM) (6) Front impact Sensor (7) Side airbag modules (8) Curtain airbag modules * (9) Side impact sensors * : if equipped The SRSCM continuously monitors all SRS components while the ignition switch is ON to determine if a crash impact is severe enough to require airbag deployment or pre-tensioner seat belt deployment. The SRS airbag warning light on the instrument panel will illuminate for about 6 seconds after the ignition switch is turned to the ON position, after which the airbag warning light should go out. WARNING If any of the following conditions occurs, this indicates a malfunction of the SRS. We recommend that the system be inspected by an authorized HYUNDAI dealer.  The light does not turn on briefly when you turn the ignition ON.  The light stays on after illuminating for approximately 6 seconds.  The light comes on while the vehicle is in motion.  The light blinks when the ignition switch is in ON position. 
",,"<img file_path=(image_hyundai_exter_71_1.png)>The image shows a top-down view of a car's interior with its Supplementary Restraint System (SRS) components labeled. The SRS consists of various components, including the driver and passenger front airbag modules, pre-tensioner seatbelt system, airbag warning light, SRS control module (SRSCM), front impact sensor, side and curtain airbag modules (if equipped), and side impact sensors. The SRSCM constantly monitors these components while the ignition is on, assessing if a crash impact necessitates airbag deployment or pre-tensioner seat belt activation. The airbag warning light illuminates for about 6 seconds upon ignition, indicating the SRS is functioning. If this light doesn't illuminate, remains on after 6 seconds, turns on while driving, or blinks with the ignition on, it signifies an SRS malfunction requiring inspection by a certified HYUNDAI dealer. The image displays the placement of these components within the vehicle's interior. The front airbag modules are located on the steering wheel and dashboard, the pre-tensioner seatbelts are integrated into the seatbelts themselves, the airbag warning light is on the instrument panel, the SRSCM is typically located within the dashboard, the front impact sensor is often near the front bumper, the side and curtain airbag modules are located in the doors and roof respectively, and the side impact sensors are usually in the doors.</img>
"
72,"A fully inflated airbag, in combination with a properly worn seat belt, slows the drivers or the passengers forward motion, reducing the risk of head and chest injury. After complete inflation, the airbag immediately starts deflating, enabling the driver to maintain forward visibility and the ability to steer or operate other controls. The airbag modules are located both in the center of the steering wheel and in the front passengers panel above the glove box. When the SRSCM detects a sufficiently severe impact to the front of the vehicle, it will automatically deploy the front airbags. Driver's front airbag (2) Driver's front airbag (2) B240B02L B240B02L Upon deployment, tear seams molded directly into the pad covers will separate under pressure from the expansion of the airbags. Further opening of the covers then allows full inflation of the airbags. Driver's front airbag (1) Driver's front airbag (1)   Driver's front airbag (3) Driver's front airbag (3) 
",,"<img file_path=(image_hyundai_exter_72_1.jpeg)>The image depicts a driver in a car, wearing a seat belt and with the airbag deployed. The airbag is a safety feature that helps to protect the driver from head and chest injury in the event of a crash. The airbag is located in the center of the steering wheel and is designed to inflate rapidly upon impact, slowing the driver's forward motion and reducing the risk of injury. The image shows the airbag fully inflated and positioned between the driver and the steering wheel.  The driver's hands are on the steering wheel and the seatbelt is visible across the chest. The image illustrates the effectiveness of airbags in protecting drivers in the event of a crash. 
</img>
<img file_path=(image_hyundai_exter_72_2.jpeg)>The image depicts a driver in a car with the driver's side airbag deployed. The airbag is inflated and positioned between the driver and the steering wheel. The driver is wearing a seatbelt.  The image is meant to illustrate the deployment of a driver's side airbag in a frontal collision. The airbag is designed to slow the driver's forward motion in an accident, reducing the risk of injury. The airbag deflates immediately after full inflation, allowing the driver to maintain visibility and control of the vehicle.  Airbag modules are located in the steering wheel and in the front passenger panel. When a sufficiently severe impact occurs, the SRSCM deploys the front airbags. The airbag deploys through the use of tear seams molded into the pad covers. The tear seams separate when the airbag inflates, allowing the airbag to fully expand. 
</img>
<img file_path=(image_hyundai_exter_72_3.jpeg)>The image depicts a driver in a car with an inflated airbag. The airbag is positioned in front of the driver and is fully inflated, covering the driver's upper body. The driver is wearing a seatbelt and is holding onto the steering wheel. The image illustrates the role of an airbag in protecting the driver during a car accident, demonstrating how the airbag deploys and cushions the driver's body. This helps reduce the risk of head and chest injuries. The text accompanying the image explains that the airbag is located in the center of the steering wheel and is automatically deployed by the SRSCM when a severe impact occurs. The airbag starts deflating immediately after full inflation to allow the driver to maintain forward visibility and control of the vehicle. The image highlights the importance of wearing a seatbelt in conjunction with airbags to ensure maximum protection during a car accident. 
</img>
"
73," WARNING If an airbag deploys, there may be a loud noise followed by a fine dust released in the vehicle. These conditions are normal and are not hazardous - the airbags are packed in this fine powder. The dust generated during airbag deployment may cause skin or eye irritation as well as aggravate asthma for some persons. Always wash all exposed skin areas thoroughly with cold water and a mild soap after an accident in which the airbags were deployed. The SRS can function only when the ignition switch is in the ON position. Before you replace a fuse or disconnect a battery terminal, turn the ignition switch to the OFF/LOCK position and remove the ignition key. Never remove or replace the airbag related fuse(s) when the ignition switch is in the ON position. Failure to heed this warning will cause the SRS airbag warning light to illuminate. WARNING Do not install or place any accessories (drink holder, cassette holder, sticker, etc.) on the front passengers panel above the glove box in a vehicle with a passengers airbag. Such objects may become dangerous projectiles and cause injury if the passengers airbag inflates. When installing a container of liquid air freshener inside the vehicle, do not place it near the instrument cluster nor on the instrument panel surface. It may become a dangerous projectile and cause injury if the passengers airbag inflates.   Passengers front airbag Passengers front airbag 
",,"<img file_path=(image_hyundai_exter_73_1.jpeg)>The image shows a passenger in the front seat of a car with the airbag deployed. The airbag is inflated and positioned in front of the passenger, protecting their head and upper body from impact during a collision. The passenger is wearing a seat belt, which is essential for safety and helps restrain the passenger during the impact. The image highlights the importance of the front passenger airbag system in providing additional safety during a collision and emphasizes the importance of wearing a seatbelt. 
</img>
"
74,"Drivers and passengers front airbag The purpose of the SRS is to provide the vehicles driver and/or the front passenger with additional protection than that offered by the seat belt system alone in case of a frontal impact of sufficient severity. WARNING Always use seat belts and child restraints every trip, every time, everyone! Airbags inflate with considerable force and in the blink of an eye. Seat belts help keep occupants in proper position to obtain maximum benefit from the airbag. Even with airbags, improperly and unbelted occupants can be severely injured when the airbag inflates. Always follow the precautions about seat belts, airbags and occupant safety contained in this manual. To reduce the chance of serious or fatal injuries and receive the maximum safety benefit from your restraint system: Never place a child in any child or booster seat in the front seat. ABC Always Buckle Children in the back seat. It is the safest place for children of any age to ride. Airbags can injure occupants improperly positioned in the front seats. Move your seat as far back as practical from the front airbags, while still maintaining control of the vehicle. You and your passengers should never sit or lean unnecessarily close to the airbags. Improperly positioned drivers and passengers can be severely injured by inflating airbags. OAI3039021 OAI3039021 Your vehicle is equipped with a Supplemental Restraint (Airbag) System and lap/shoulder belts at both the driver and passenger seating positions. The indications of the systems presence are the letters Airbag engraved on the airbag pad cover in the steering wheel and the passengers side front panel pad above the glove box. The SRS consists of airbags installed under the pad covers in the center of the steering wheel and the passengers side front panel above the glove box. Drivers front airbag Drivers front airbag OAI3V033020 OAI3V033020   Passengers front airbag Passengers front airbag 
Drivers and passengers front airbag The purpose of the SRS is to provide the vehicles driver and/or the front passenger with additional protection than that offered by the seat belt system alone in case of a frontal impact of sufficient severity. WARNING Always use seat belts and child restraints every trip, every time, everyone! Airbags inflate with considerable force and in the blink of an eye. Seat belts help keep occupants in proper position to obtain maximum benefit from the airbag. Even with airbags, improperly and unbelted occupants can be severely injured when the airbag inflates. Always follow the precautions about seat belts, airbags and occupant safety contained in this manual. To reduce the chance of serious or fatal injuries and receive the maximum safety benefit from your restraint system: Never place a child in any child or booster seat in the front seat. ABC Always Buckle Children in the back seat. It is the safest place for children of any age to ride. Airbags can injure occupants improperly positioned in the front seats. Move your seat as far back as practical from the front airbags, while still maintaining control of the vehicle. You and your passengers should never sit or lean unnecessarily close to the airbags. Improperly positioned drivers and passengers can be severely injured by inflating airbags. OAI3039021 OAI3039021 Your vehicle is equipped with a Supplemental Restraint (Airbag) System and lap/shoulder belts at both the driver and passenger seating positions. The indications of the systems presence are the letters Airbag engraved on the airbag pad cover in the steering wheel and the passengers side front panel pad above the glove box. The SRS consists of airbags installed under the pad covers in the center of the steering wheel and the passengers side front panel above the glove box. Drivers front airbag Drivers front airbag OAI3V033020 OAI3V033020   Passengers front airbag Passengers front airbag 
",,"<img file_path=(image_hyundai_exter_74_1.jpeg)>The image shows a car's steering wheel with the driver's front airbag highlighted by a dotted circle. The airbag is located behind the Hyundai logo in the center of the steering wheel. The text states that the car is equipped with a Supplemental Restraint (Airbag) System and lap/shoulder belts at both the driver and passenger seating positions. The driver's front airbag is located under the pad cover in the center of the steering wheel. The image emphasizes the importance of using seat belts and child restraints to ensure maximum safety in case of a frontal impact, as airbags can injure occupants improperly positioned in the front seats. It further advises to move the seat as far back as possible from the front airbags while maintaining control of the vehicle and to avoid sitting or leaning unnecessarily close to the airbags.  The image depicts the location of the driver's front airbag in the car. 
</img>
<img file_path=(image_hyundai_exter_74_2.jpeg)>The image shows a close-up of the passenger side front panel of a vehicle. The panel is gray and has a small, rectangular cutout in the center. A dotted circle surrounds the cutout and the word ""AIRBAG"" is inscribed inside of the circle. The cutout is likely the location where the passenger side airbag is deployed</img>
"
75," Never lean against the door or center console always sit in an upright position. No objects (such as crash pad cover, cellular phone holder, cup holder, air fresheners or stickers) should be placed over or near the airbag modules on the steering wheel, instrument panel, windshield glass, and the front passengers panel above the glove box. Such objects could cause harm if the vehicle is in a crash severe enough to cause the airbags to deploy. Do not attach any objects on the front windshield and inside mirror. Do not tamper with or disconnect SRS wiring or other components of the SRS system. Doing so could result in injury, due to accidental deployment of the airbags or by rendering the SRS inoperative. If the SRS airbag warning light remains illuminated while the vehicle is being driven, we recommend that the system be inspected by an authorized HYUNDAI dealer. Airbags can only be used once we recommend that the system be replaced by an authorized HYUNDAI dealer. The SRS is designed to deploy the front airbags only when an impact is sufficiently severe. Additionally, the airbags will only deploy once. Seat belts must be worn at all times. Front airbags are not intended to deploy in side-impact, rear-impact or rollover crashes. In addition, front airbags will not deploy in frontal crashes below the deployment threshold.  A child restraint system must never be placed in the front seat. The infant or child could be severely injured or killed by an airbag deployment in case of an accident.  Children age 12 and under must always be properly restrained in the rear seat. Never allow children to ride in the front passenger seat. If a child over 12 must be seated in the front seat, move the seat as far back as possible. And the child must always be restrained in the seat properly.  For maximum safety protection in all types of crashes, all occupants including the driver should always wear their seat belts whether or not an airbag is also provided at their seating position to minimize the risk of severe injury or death in the event of a crash. Do not sit or lean unnecessarily close to the airbag while the vehicle is in motion.  Sitting improperly or out of position can result in serious or fatal injury in a crash. All occupants should sit upright with the seat back in an upright position, centered on the seat cushion with their seat belt on, legs comfortably extended and their feet on the floor until the vehicle is parked and the ignition key is removed.  The SRS airbag system must deploy very rapidly to provide protection in a crash. If an occupant is out of position because of not wearing a seat belt, the airbag may forcefully contact the occupant causing serious or fatal injuries. 
",,
76,"Why didnt my airbag go off in a collision? (Inflation and non-inflation conditions of the airbag) There are many types of accidents in which the airbag would not be expected to provide additional protection. These include rear impacts, the second or third collisions in multiple impact accidents, as well as low speed impacts. Side airbag OIB034021 OIB034021 OAI3V033048 OAI3V033048 The actual airbags in the vehicle may differ from the illustration. Your vehicle is equipped with a side airbag in each front seat. The purpose of the airbag is to provide the vehicles driver and/or the front passenger with additional protection than that offered by the seat belt alone. The side airbags are designed to deploy only during certain side- impact collisions, depending on the crash severity, angle, speed and point of impact. The side airbags are not designed to deploy in all side impact situations. WARNING Do not allow the passengers to lean their heads or bodies onto doors, put their arms on the doors, stretch their arms out of the window, or place objects between the doors and passengers when they are seated on seats equipped with side and/or curtain airbags. WARNING  The side airbag is supplemental to the drivers and the passengers seat belt systems and is not a substitute for them. Therefore, your seat belts must be worn at all times while the vehicle is in motion. The airbags deploy only in certain side impact conditions severe enough to cause significant injury to the vehicle occupants.  For best protection from the side airbag system and to avoid being injured by the deploying side airbag, both front seat occupants should sit in an upright position with the seat belt properly fastened. The drivers hands should be placed on the steering wheel at the 9:00 and 3:00 positions. The passengers arms and hands should be placed on their laps.  Do not use any accessory seat covers.  Use of seat covers could reduce or prevent the effectiveness of the system.  Do not install any accessories on the side or near the side airbag. 
",,"<img file_path=(image_hyundai_exter_76_1.jpeg)>The image shows a close-up of a car seat with a side airbag. The airbag is located in the side of the seat, and the word ""AIRBAG"" is visible on the airbag cover. The image is accompanied by text that explains the function of side airbags and provides important safety information. The text states that side airbags are supplemental to seat belts and are not a substitute for them. It also advises against leaning on the doors, putting arms on the doors, stretching arms out of the window, or placing objects between the doors and passengers when seated in seats equipped with side airbags. The text also emphasizes the importance of sitting upright with the seat belt properly fastened for optimal protection from the side airbag system. Finally, it advises against using accessory seat covers or installing accessories on or near the side airbag as these actions could reduce or prevent the effectiveness of the system. 
</img>
<img file_path=(image_hyundai_exter_76_2.jpeg)>The image depicts a side airbag inflating in the front passenger seat of a car. The passenger is sitting upright with their seatbelt fastened, which is the recommended position for optimal airbag protection. The airbag is a blue, inflatable cushion that appears to be deploying from the side of the seat, extending outward towards the passenger. A dotted circle around the passenger highlights the airbag's deployment zone. The image emphasizes the importance of proper seating posture and seatbelt use for maximizing the effectiveness of side airbags. It also suggests that the side airbags are designed to inflate in specific situations, and that they are not meant to be a replacement for seatbelts. 
</img>
"
77," Do not place any objects over the airbag or between the airbag and yourself. Also, do not attach any objects around the area the airbag inflates such as the door, side door glass, front and rear pillar. Do not place any objects between the door and the seat. They may become dangerous projectiles if the side airbag inflates. Do not put any objects between the side airbag label and seat cushion. It could cause harm if the vehicle is in a crash severe enough to cause the airbags to deploy. To prevent unexpected deployment of the side airbag that may result in personal injury, avoid impact to the side impact sensor when the ignition switch is on. If the seat or seat cover is damaged, we recommend that the system serviced by an authorized HYUNDAI dealer. Inform the dealer that your vehicle is equipped with side airbags. Curtain airbag (if equipped) The actual airbags in the vehicle may differ from the illustration. Curtain airbags are located along both sides of the roof rails above the front and rear doors. They are designed to help protect the heads of the front seat occupants and the rear outboard seat occupants in certain side impact collisions. The curtain airbags are designed to deploy only during certain side impact collisions, depending on the crash severity, angle, speed and impact. The curtain airbags are not designed to deploy in all side impact situations, collisions from the front or rear of the vehicle or in most rollover situations. OAI3V033046 OAI3V033046 
",,"<img file_path=(image_hyundai_exter_77_1.jpeg)>The image depicts the location of the curtain airbag in a vehicle. The curtain airbag is located along both sides of the roof rails above the front and rear doors, as indicated by the circled area in the image. It is designed to help protect the heads of the front seat occupants and the rear outboard seat occupants in certain side impact collisions.  The curtain airbags are designed to deploy only during certain side impact collisions, depending on the crash severity, angle, speed and impact. They are not designed to deploy in all side impact situations, collisions from the front or rear of the vehicle or in most rollover situations.  The illustration highlights the positioning of the airbag system within the car's interior. 
</img>
<img file_path=(image_hyundai_exter_77_2.jpeg)>The image shows a side view of a car interior with the curtain airbag deployed. The curtain airbag is located along both sides of the roof rails above the front and rear doors. It is designed to help protect the heads of the front seat occupants and the rear outboard seat occupants in certain side impact collisions. The curtain airbag is designed to deploy only during certain side impact collisions, depending on the crash severity, angle, speed and impact. The curtain airbags are not designed to deploy in all side impact situations, collisions from the front or rear of the vehicle or in most rollover situations. The illustration shows the airbag inflated and extending from the roofline down the side windows to protect passengers from injury in a side impact collision. 
</img>
"
78,"Failure to follow the above mentioned instructions can result in injury or death to the vehicle occupants in an accident. Why didnt my airbag go off in a collision? (Inflation and non-inflation conditions of the airbag) There are many types of accidents in which the airbag would not be expected to provide additional protection. These include rear impacts, the second or third collisions in multiple impact accidents, as well as low speed impacts. WARNING  In order for side impact and curtain airbags to provide the best protection, both front seat occupants and both outboard rear occupants should sit in an upright position with the seat belts properly fastened. Importantly, children should sit in a proper child restraint system in the rear seat.  When children are seated in the rear outboard seats, they must be seated in the proper child restraint system. Make sure to put the child restraint system as far away from the door side as possible, and secure the child restraint system in a locked position.  Do not place any objects over the airbag. Also, do not attach any objects around the area the airbag inflates such as the door, side door glass, front and rear pillars, roof side rail.  Do not hang other objects except clothes, especially hard or breakable objects. In an accident, it may cause vehicle damage or personal injury.  Do not allow the passengers to lean their heads or bodies onto doors, put their arms on the doors, stretch their arms out of the window, or place objects between the doors and passengers when they are seated on seats equipped with side and/or curtain airbags.  Do not attempt to open or repair the side curtain airbags yourself. If necessary, we recommend that the airbag be inspected by an authorized HYUNDAI dealer.  Never try to open or repair any components of the side curtain airbag system. We recommend that the system be serviced by an authorized HYUNDAI dealer. 
",,
79,"Airbag inflation conditions (1) SRS control module (2) Front impact sensor (3) Side impact sensor* * : if equipped OAI3V033022/OAI3039024/OAI3V033023/OBI3030014L OAI3V033022/OAI3039024/OAI3V033023/OBI3030014L 
",,"<img file_path=(image_hyundai_exter_79_1.jpeg)>The image shows a silver SUV with three highlighted components.  Number 1 indicates the front impact sensor, number 2 indicates the side impact sensor and number 3 indicates the SRS control module. This image explains the airbag inflation conditions.  There are two part numbers listed in the image: OAI3V033022/OAI3039024/OAI3V033023/OBI3030014L.</img>
<img file_path=(image_hyundai_exter_79_2.jpeg)>The image shows the interior of a car, specifically the driver's side. The image highlights the location of the front impact sensor which is located in the dashboard under the steering wheel. This sensor is part of the airbag inflation system, and it is designed to detect a sudden impact and trigger the deployment of the airbags. The sensor is circled in a dotted line, making it easier to identify. The image is likely part of a car's manual or service documentation.</img>
<img file_path=(image_hyundai_exter_79_3.jpeg)>The image shows the front of a car, specifically the front grille and bumper area. It is a close-up shot that focuses on the car's front end.  The car appears to be white, and its grill has a chrome trim. There is a badge in the center of the grille, though it is not identifiable in this image. The text provided suggests this is a diagram to illustrate the location of the airbag sensors. Specifically, the SRS control module, front impact sensor, and side impact sensor (if equipped) are shown.  The reference to specific part numbers like OAI3V033022 and OBI3030014L suggests these are technical details related to the car's airbag system. 
</img>
<img file_path=(image_hyundai_exter_79_4.jpeg)>The image shows the location of a side impact sensor in a vehicle. The sensor is located in the rear door panel and is marked with a circle. The image also includes text data which indicates that the airbag inflation conditions are determined by the SRS control module, front impact sensor, and side impact sensor. The side impact sensor is an optional feature depending on the vehicle's equipment. The image provides a visual representation of the location and function of the side impact sensor in a vehicle's airbag system.</img>
"
